phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag
book store,book,store,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
drug store,drug,store,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
thrift store,thrift,store,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
dollar store,dollar,store,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
retail store,retail,store,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
store front,store,front,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
store manager,store,manager,medium,5.4,6.4,1,1.0,concrete,neutral,job
store clerk,store,clerk,medium,5.2,6.2,1,1.0,concrete,neutral,job
store owner,store,owner,medium,5.4,6.4,1,1.0,concrete,neutral,job
store hours,store,hours,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
shop owner,shop,owner,medium,5.2,6.2,1,1.0,concrete,neutral,job
shop keeper,shop,keeper,medium,5.2,6.2,1,1.0,concrete,neutral,job
coffee shop,coffee,shop,high,5.8,6.8,1,1.0,concrete,neutral,commerce
barber shop,barber,shop,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
flower shop,flower,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
gift shop,gift,shop,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
print shop,print,shop,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
repair shop,repair,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
body shop,body,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
bike shop,bike,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
auto shop,auto,shop,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
work shop,work,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
pawn shop,pawn,shop,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
swap shop,swap,shop,medium,5.0,6.0,1,1.0,concrete,neutral,commerce
one stop,one,stop,medium,5.4,6.4,1,0.8,concrete,neutral,commerce
shop floor,shop,floor,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
market place,market,place,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
market price,market,price,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
market day,market,day,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
market value,market,value,medium,5.2,6.2,1,0.7,concrete,neutral,commerce
flea market,flea,market,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
farmers market,farmers,market,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
fish market,fish,market,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
stock market,stock,market,medium,5.6,6.6,1,0.7,concrete,neutral,commerce
super market,super,market,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
black market,black,market,medium,5.4,6.4,1,0.7,concrete,neutral,commerce
open market,open,market,medium,5.2,6.2,1,0.7,concrete,neutral,commerce
food court,food,court,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
food stand,food,stand,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
food truck,food,truck,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
food cart,food,cart,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
hot dog stand,hot,dog,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
lemonade stand,lemonade,stand,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
ice cream stand,ice,cream,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
fruit stand,fruit,stand,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
news stand,news,stand,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
ticket booth,ticket,booth,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
toll booth,toll,booth,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
phone booth,phone,booth,medium,5.4,6.4,1,1.0,concrete,neutral,object
photo booth,photo,booth,medium,5.4,6.4,1,1.0,concrete,neutral,object
voting booth,voting,booth,medium,5.2,6.2,1,1.0,concrete,neutral,civic
box office,box,office,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
post office,post,office,high,5.8,6.8,1,1.0,concrete,neutral,civic
main office,main,office,medium,5.4,6.4,1,1.0,concrete,neutral,work
home office,home,office,medium,5.6,6.6,1,1.0,concrete,neutral,work
front office,front,office,medium,5.4,6.4,1,1.0,concrete,neutral,work
back office,back,office,medium,5.2,6.2,1,1.0,concrete,neutral,work
branch office,branch,office,medium,5.2,6.2,1,1.0,concrete,neutral,work
corner office,corner,office,medium,5.2,6.2,1,1.0,concrete,neutral,work
office building,office,building,medium,5.6,6.6,1,1.0,concrete,neutral,work
office space,office,space,medium,5.6,6.6,1,1.0,concrete,neutral,work
office desk,office,desk,medium,5.4,6.4,1,1.0,concrete,neutral,work
office chair,office,chair,medium,5.6,6.6,1,1.0,concrete,neutral,work
office supply,office,supply,medium,5.4,6.4,1,1.0,concrete,neutral,work
office worker,office,worker,medium,5.4,6.4,1,1.0,concrete,neutral,job
office party,office,party,medium,5.2,6.2,1,1.0,concrete,neutral,social
office hours,office,hours,medium,5.4,6.4,1,1.0,concrete,neutral,work
office manager,office,manager,medium,5.4,6.4,1,1.0,concrete,neutral,job
work place,work,place,medium,5.6,6.6,1,1.0,concrete,neutral,work
work space,work,space,medium,5.4,6.4,1,1.0,concrete,neutral,work
work area,work,area,medium,5.2,6.2,1,1.0,concrete,neutral,work
work load,work,load,medium,5.4,6.4,1,0.8,concrete,neutral,work
work week,work,week,medium,5.4,6.4,1,1.0,concrete,neutral,work
work day,work,day,medium,5.4,6.4,1,1.0,concrete,neutral,work
work hour,work,hour,medium,5.2,6.2,1,1.0,concrete,neutral,work
work shift,work,shift,medium,5.4,6.4,1,1.0,concrete,neutral,work
night shift,night,shift,medium,5.4,6.4,1,1.0,concrete,neutral,work
day shift,day,shift,medium,5.2,6.2,1,1.0,concrete,neutral,work
work order,work,order,medium,5.2,6.2,1,1.0,concrete,neutral,work
work permit,work,permit,medium,5.2,6.2,1,1.0,concrete,neutral,work
work force,work,force,medium,5.4,6.4,1,0.7,concrete,neutral,work
work crew,work,crew,medium,5.2,6.2,1,1.0,concrete,neutral,work
work team,work,team,medium,5.2,6.2,1,1.0,concrete,neutral,work
work group,work,group,medium,5.2,6.2,1,1.0,concrete,neutral,work
work station,work,station,medium,5.4,6.4,1,1.0,concrete,neutral,work
job site,job,site,medium,5.4,6.4,1,1.0,concrete,neutral,work
job fair,job,fair,medium,5.4,6.4,1,1.0,concrete,neutral,work
job offer,job,offer,medium,5.4,6.4,1,1.0,concrete,neutral,work
job title,job,title,medium,5.2,6.2,1,1.0,concrete,neutral,work
job market,job,market,medium,5.2,6.2,1,0.7,concrete,neutral,work
job search,job,search,medium,5.4,6.4,1,1.0,concrete,neutral,work
job interview,job,interview,medium,5.4,6.4,1,1.0,concrete,neutral,work
job training,job,training,medium,5.2,6.2,1,1.0,concrete,neutral,work
job opening,job,opening,medium,5.2,6.2,1,1.0,concrete,neutral,work
job listing,job,listing,medium,5.2,6.2,1,1.0,concrete,neutral,work
job posting,job,posting,medium,5.2,6.2,1,1.0,concrete,neutral,work
part time,part,time,high,5.8,6.8,1,1.0,concrete,neutral,work
full time,full,time,high,5.8,6.8,1,1.0,concrete,neutral,work
over time,over,time,medium,5.6,6.6,1,1.0,concrete,neutral,work
comp time,comp,time,low,5.0,6.0,1,1.0,concrete,neutral,work
paid leave,paid,leave,medium,5.2,6.2,1,1.0,concrete,neutral,work
sick leave,sick,leave,medium,5.4,6.4,1,1.0,concrete,neutral,work
paid time,paid,time,medium,5.2,6.2,1,1.0,concrete,neutral,work
pay rate,pay,rate,medium,5.4,6.4,1,1.0,concrete,neutral,work
pay raise,pay,raise,medium,5.4,6.4,1,1.0,concrete,neutral,work
pay scale,pay,scale,medium,5.2,6.2,1,1.0,concrete,neutral,work
pay stub,pay,stub,medium,5.4,6.4,1,1.0,concrete,neutral,work
pay roll,pay,roll,medium,5.4,6.4,1,1.0,concrete,neutral,work
wage earner,wage,earner,medium,5.0,6.0,1,1.0,concrete,neutral,work
minimum wage,minimum,wage,medium,5.4,6.4,1,1.0,concrete,neutral,work
hourly wage,hourly,wage,medium,5.2,6.2,1,1.0,concrete,neutral,work
base pay,base,pay,medium,5.2,6.2,1,1.0,concrete,neutral,work
bonus pay,bonus,pay,medium,5.2,6.2,1,1.0,concrete,neutral,work
staff meeting,staff,meeting,medium,5.4,6.4,1,1.0,concrete,neutral,work
team meeting,team,meeting,medium,5.4,6.4,1,1.0,concrete,neutral,work
board meeting,board,meeting,medium,5.4,6.4,1,1.0,concrete,neutral,work
business meeting,business,meeting,medium,5.4,6.4,1,1.0,concrete,neutral,work
sales meeting,sales,meeting,medium,5.2,6.2,1,1.0,concrete,neutral,work
meeting room,meeting,room,medium,5.4,6.4,1,1.0,concrete,neutral,work
conference room,conference,room,medium,5.6,6.6,1,1.0,concrete,neutral,work
conference call,conference,call,medium,5.4,6.4,1,1.0,concrete,neutral,work
phone conference,phone,conference,medium,5.2,6.2,1,1.0,concrete,neutral,work
video conference,video,conference,medium,5.2,6.2,1,1.0,concrete,neutral,work
lunch meeting,lunch,meeting,medium,5.2,6.2,1,1.0,concrete,neutral,work
business lunch,business,lunch,medium,5.4,6.4,1,1.0,concrete,neutral,work
business trip,business,trip,medium,5.6,6.6,1,1.0,concrete,neutral,work
business card,business,card,medium,5.6,6.6,1,1.0,concrete,neutral,work
business plan,business,plan,medium,5.4,6.4,1,0.7,concrete,neutral,work
business deal,business,deal,medium,5.4,6.4,1,0.7,concrete,neutral,work
business owner,business,owner,medium,5.4,6.4,1,1.0,concrete,neutral,job
small business,small,business,medium,5.6,6.6,1,1.0,concrete,neutral,work
big business,big,business,medium,5.4,6.4,1,0.7,concrete,neutral,work
family business,family,business,medium,5.4,6.4,1,1.0,concrete,neutral,work
new business,new,business,medium,5.4,6.4,1,1.0,concrete,neutral,work
local business,local,business,medium,5.2,6.2,1,1.0,concrete,neutral,work
business hour,business,hour,medium,5.2,6.2,1,1.0,concrete,neutral,work
business day,business,day,medium,5.4,6.4,1,1.0,concrete,neutral,work
business suit,business,suit,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
dress code,dress,code,medium,5.4,6.4,1,1.0,concrete,neutral,work
casual dress,casual,dress,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
formal dress,formal,dress,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
dress shirt,dress,shirt,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
dress pants,dress,pants,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
dress shoe,dress,shoe,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
neck tie,neck,tie,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
bow tie,bow,tie,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
suit jacket,suit,jacket,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
name badge,name,badge,medium,5.2,6.2,1,1.0,concrete,neutral,object
id badge,id,badge,medium,5.4,6.4,1,1.0,concrete,neutral,object
security badge,security,badge,medium,5.2,6.2,1,1.0,concrete,neutral,object
visitor badge,visitor,badge,medium,5.0,6.0,1,1.0,concrete,neutral,object
time card,time,card,medium,5.4,6.4,1,1.0,concrete,neutral,object
time clock,time,clock,medium,5.4,6.4,1,1.0,concrete,neutral,object
time sheet,time,sheet,medium,5.2,6.2,1,1.0,concrete,neutral,object
sign in,sign,in,medium,5.6,6.6,1,1.0,concrete,neutral,work
sign out,sign,out,medium,5.4,6.4,1,1.0,concrete,neutral,work
clock in,clock,in,medium,5.4,6.4,1,1.0,concrete,neutral,work
clock out,clock,out,medium,5.4,6.4,1,1.0,concrete,neutral,work
punch in,punch,in,medium,5.2,6.2,1,1.0,concrete,neutral,work
punch out,punch,out,medium,5.2,6.2,1,1.0,concrete,neutral,work
break room,break,room,medium,5.6,6.6,1,1.0,concrete,neutral,work
lunch room,lunch,room,medium,5.4,6.4,1,1.0,concrete,neutral,work
copy room,copy,room,medium,5.2,6.2,1,1.0,concrete,neutral,work
mail room,mail,room,medium,5.4,6.4,1,1.0,concrete,neutral,work
supply room,supply,room,medium,5.2,6.2,1,1.0,concrete,neutral,work
storage room,storage,room,medium,5.4,6.4,1,1.0,concrete,neutral,work
filing cabinet,filing,cabinet,medium,5.4,6.4,1,1.0,concrete,neutral,object
file folder,file,folder,medium,5.4,6.4,1,1.0,concrete,neutral,object
file box,file,box,medium,5.2,6.2,1,1.0,concrete,neutral,object
paper file,paper,file,medium,5.2,6.2,1,1.0,concrete,neutral,object
computer file,computer,file,medium,5.4,6.4,1,1.0,concrete,neutral,object
desk drawer,desk,drawer,medium,5.4,6.4,1,1.0,concrete,neutral,object
desk top,desk,top,medium,5.4,6.4,1,1.0,concrete,neutral,object
desk lamp,desk,lamp,medium,5.4,6.4,1,1.0,concrete,neutral,object
desk chair,desk,chair,medium,5.4,6.4,1,1.0,concrete,neutral,object
desk pad,desk,pad,medium,5.0,6.0,1,1.0,concrete,neutral,object
note pad,note,pad,medium,5.4,6.4,1,1.0,concrete,neutral,object
legal pad,legal,pad,medium,5.4,6.4,1,1.0,concrete,neutral,object
writing pad,writing,pad,medium,5.2,6.2,1,1.0,concrete,neutral,object
sticky note,sticky,note,medium,5.6,6.6,1,1.0,concrete,neutral,object
memo pad,memo,pad,medium,5.2,6.2,1,1.0,concrete,neutral,object
paper weight,paper,weight,medium,5.2,6.2,1,1.0,concrete,neutral,object
letter opener,letter,opener,medium,5.2,6.2,1,1.0,concrete,neutral,object
staple remover,staple,remover,medium,5.2,6.2,1,1.0,concrete,neutral,object
hole punch,hole,punch,medium,5.4,6.4,1,1.0,concrete,neutral,object
paper shredder,paper,shredder,medium,5.2,6.2,1,1.0,concrete,neutral,object
copy machine,copy,machine,medium,5.4,6.4,1,1.0,concrete,neutral,object
fax machine,fax,machine,medium,5.4,6.4,1,1.0,concrete,neutral,object
printer ink,printer,ink,medium,5.4,6.4,1,1.0,concrete,neutral,object
printer paper,printer,paper,medium,5.4,6.4,1,1.0,concrete,neutral,object
ink cartridge,ink,cartridge,medium,5.2,6.2,1,1.0,concrete,neutral,object
toner cartridge,toner,cartridge,medium,5.0,6.0,1,1.0,concrete,neutral,object
computer screen,computer,screen,medium,5.6,6.6,1,1.0,concrete,neutral,object
computer keyboard,computer,keyboard,medium,5.6,6.6,1,1.0,concrete,neutral,object
computer mouse,computer,mouse,medium,5.6,6.6,1,1.0,concrete,neutral,object
lap top,lap,top,high,5.8,6.8,1,1.0,concrete,neutral,object
desk top,desk,top,medium,5.4,6.4,1,1.0,concrete,neutral,object
monitor screen,monitor,screen,medium,5.2,6.2,1,1.0,concrete,neutral,object
mouse pad,mouse,pad,medium,5.4,6.4,1,1.0,concrete,neutral,object
power cord,power,cord,medium,5.4,6.4,1,1.0,concrete,neutral,object
extension cord,extension,cord,medium,5.4,6.4,1,1.0,concrete,neutral,object
power strip,power,strip,medium,5.4,6.4,1,1.0,concrete,neutral,object
surge protector,surge,protector,medium,5.2,6.2,1,1.0,concrete,neutral,object
network cable,network,cable,medium,5.2,6.2,1,1.0,concrete,neutral,object
phone line,phone,line,medium,5.4,6.4,1,1.0,concrete,neutral,object
office phone,office,phone,medium,5.4,6.4,1,1.0,concrete,neutral,object
desk phone,desk,phone,medium,5.2,6.2,1,1.0,concrete,neutral,object
cell phone,cell,phone,high,5.8,6.8,1,1.0,concrete,neutral,object
smart phone,smart,phone,high,5.8,6.8,1,1.0,concrete,neutral,object
phone number,phone,number,high,5.8,6.8,1,1.0,concrete,neutral,object
phone call,phone,call,high,5.8,6.8,1,1.0,concrete,neutral,communication
phone message,phone,message,medium,5.4,6.4,1,1.0,concrete,neutral,communication
voice mail,voice,mail,medium,5.6,6.6,1,1.0,concrete,neutral,communication
email address,email,address,medium,5.6,6.6,1,1.0,concrete,neutral,communication
email message,email,message,medium,5.4,6.4,1,1.0,concrete,neutral,communication
text message,text,message,medium,5.6,6.6,1,1.0,concrete,neutral,communication
instant message,instant,message,medium,5.2,6.2,1,1.0,concrete,neutral,communication
web site,web,site,high,5.8,6.8,1,1.0,concrete,neutral,technology
web page,web,page,medium,5.6,6.6,1,1.0,concrete,neutral,technology
home page,home,page,medium,5.6,6.6,1,1.0,concrete,neutral,technology
log in,log,in,medium,5.6,6.6,1,1.0,concrete,neutral,technology
log out,log,out,medium,5.4,6.4,1,1.0,concrete,neutral,technology
user name,user,name,medium,5.6,6.6,1,1.0,concrete,neutral,technology
pass word,pass,word,high,5.8,6.8,1,1.0,concrete,neutral,technology
data base,data,base,medium,5.4,6.4,1,1.0,concrete,neutral,technology
spread sheet,spread,sheet,medium,5.4,6.4,1,1.0,concrete,neutral,technology
power point,power,point,medium,5.6,6.6,1,1.0,concrete,neutral,technology
word document,word,document,medium,5.4,6.4,1,1.0,concrete,neutral,technology
pdf file,pdf,file,medium,5.4,6.4,1,1.0,concrete,neutral,technology
zip file,zip,file,medium,5.2,6.2,1,1.0,concrete,neutral,technology
hard drive,hard,drive,medium,5.6,6.6,1,1.0,concrete,neutral,technology
flash drive,flash,drive,medium,5.6,6.6,1,1.0,concrete,neutral,technology
thumb drive,thumb,drive,medium,5.4,6.4,1,1.0,concrete,neutral,technology
back up,back,up,medium,5.6,6.6,1,1.0,concrete,neutral,technology
cloud storage,cloud,storage,medium,5.4,6.4,1,0.8,concrete,neutral,technology
data storage,data,storage,medium,5.2,6.2,1,1.0,concrete,neutral,technology
server room,server,room,medium,5.2,6.2,1,1.0,concrete,neutral,technology
help desk,help,desk,medium,5.4,6.4,1,1.0,concrete,neutral,work
front desk,front,desk,medium,5.6,6.6,1,1.0,concrete,neutral,work
information desk,information,desk,medium,5.2,6.2,1,1.0,concrete,neutral,work
reception desk,reception,desk,medium,5.2,6.2,1,1.0,concrete,neutral,work
reception area,reception,area,medium,5.2,6.2,1,1.0,concrete,neutral,work
waiting room,waiting,room,medium,5.6,6.6,1,1.0,concrete,neutral,work
lobby area,lobby,area,medium,5.2,6.2,1,1.0,concrete,neutral,work
main entrance,main,entrance,medium,5.4,6.4,1,1.0,concrete,neutral,building
back entrance,back,entrance,medium,5.2,6.2,1,1.0,concrete,neutral,building
side entrance,side,entrance,medium,5.2,6.2,1,1.0,concrete,neutral,building
emergency exit,emergency,exit,medium,5.4,6.4,1,1.0,concrete,neutral,building
fire exit,fire,exit,medium,5.4,6.4,1,1.0,concrete,neutral,building
exit sign,exit,sign,medium,5.4,6.4,1,1.0,concrete,neutral,building
parking lot,parking,lot,high,5.8,6.8,1,1.0,concrete,neutral,building
parking space,parking,space,medium,5.6,6.6,1,1.0,concrete,neutral,building
parking garage,parking,garage,medium,5.4,6.4,1,1.0,concrete,neutral,building
employee parking,employee,parking,medium,5.2,6.2,1,1.0,concrete,neutral,building
visitor parking,visitor,parking,medium,5.0,6.0,1,1.0,concrete,neutral,building
loading dock,loading,dock,medium,5.2,6.2,1,1.0,concrete,neutral,building
shipping dock,shipping,dock,medium,5.2,6.2,1,1.0,concrete,neutral,building
warehouse floor,warehouse,floor,medium,5.2,6.2,1,1.0,concrete,neutral,building
factory floor,factory,floor,medium,5.2,6.2,1,1.0,concrete,neutral,building
assembly line,assembly,line,medium,5.4,6.4,1,1.0,concrete,neutral,work
production line,production,line,medium,5.2,6.2,1,1.0,concrete,neutral,work
shipping box,shipping,box,medium,5.4,6.4,1,1.0,concrete,neutral,object
shipping label,shipping,label,medium,5.2,6.2,1,1.0,concrete,neutral,object
shipping cost,shipping,cost,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
free shipping,free,shipping,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
express shipping,express,shipping,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
overnight shipping,overnight,shipping,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
delivery truck,delivery,truck,medium,5.4,6.4,1,1.0,concrete,neutral,transport
delivery driver,delivery,driver,medium,5.4,6.4,1,1.0,concrete,neutral,job
delivery date,delivery,date,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
delivery time,delivery,time,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
home delivery,home,delivery,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
package delivery,package,delivery,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
mail delivery,mail,delivery,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
mail carrier,mail,carrier,medium,5.4,6.4,1,1.0,concrete,neutral,job
mail box,mail,box,medium,5.8,6.8,1,1.0,concrete,neutral,object
mail bag,mail,bag,medium,5.2,6.2,1,1.0,concrete,neutral,object
mail slot,mail,slot,medium,5.2,6.2,1,1.0,concrete,neutral,object
junk mail,junk,mail,medium,5.6,6.6,1,1.0,concrete,neutral,object
fan mail,fan,mail,medium,5.2,6.2,1,1.0,concrete,neutral,object
air mail,air,mail,medium,5.4,6.4,1,1.0,concrete,neutral,object
first class,first,class,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
priority mail,priority,mail,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
return address,return,address,medium,5.4,6.4,1,1.0,concrete,neutral,object
mailing address,mailing,address,medium,5.4,6.4,1,1.0,concrete,neutral,object
home address,home,address,medium,5.6,6.6,1,1.0,concrete,neutral,object
street address,street,address,medium,5.4,6.4,1,1.0,concrete,neutral,object
zip code,zip,code,medium,5.6,6.6,1,1.0,concrete,neutral,object
area code,area,code,medium,5.6,6.6,1,1.0,concrete,neutral,object
phone number,phone,number,high,5.8,6.8,1,1.0,concrete,neutral,object
fax number,fax,number,medium,5.4,6.4,1,1.0,concrete,neutral,object
order number,order,number,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
tracking number,tracking,number,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
receipt number,receipt,number,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
invoice number,invoice,number,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
account number,account,number,medium,5.6,6.6,1,1.0,concrete,neutral,commerce
serial number,serial,number,medium,5.4,6.4,1,1.0,concrete,neutral,object
model number,model,number,medium,5.2,6.2,1,1.0,concrete,neutral,object
part number,part,number,medium,5.2,6.2,1,1.0,concrete,neutral,object
item number,item,number,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
lot number,lot,number,medium,5.0,6.0,1,1.0,concrete,neutral,commerce
bar code,bar,code,medium,5.6,6.6,1,1.0,concrete,neutral,object
scan code,scan,code,medium,5.2,6.2,1,1.0,concrete,neutral,object
product code,product,code,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
coupon code,coupon,code,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
