phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag
butter knife,butter,knife,medium,5.4,6.4,1,1.0,concrete,neutral,household
cabinet door,cabinet,door,medium,5.4,6.4,1,1.0,concrete,neutral,household
cabinet shelf,cabinet,shelf,medium,5.2,6.2,1,1.0,concrete,neutral,household
camp song,camp,song,medium,5.0,6.0,1,1.0,concrete,neutral,music
car hood,car,hood,medium,5.4,6.4,1,1.0,concrete,neutral,transport
car roof,car,roof,medium,5.4,6.4,1,1.0,concrete,neutral,transport
car tire,car,tire,medium,5.6,6.6,1,1.0,concrete,neutral,transport
car trunk,car,trunk,medium,5.4,6.4,1,1.0,concrete,neutral,transport
cat door,cat,door,medium,5.2,6.2,1,1.0,concrete,neutral,household
cat food,cat,food,medium,5.6,6.6,1,1.0,concrete,neutral,animal
ceiling fan,ceiling,fan,medium,5.6,6.6,1,1.0,concrete,neutral,household
ceiling light,ceiling,light,medium,5.6,6.6,1,1.0,concrete,neutral,household
ceiling tile,ceiling,tile,medium,5.2,6.2,1,1.0,concrete,neutral,household
cell signal,cell,signal,medium,5.2,6.2,1,1.0,concrete,neutral,technology
center court,center,court,medium,5.2,6.2,1,1.0,concrete,neutral,sports
center field,center,field,medium,5.4,6.4,1,1.0,concrete,neutral,sports
center line,center,line,medium,5.2,6.2,1,1.0,concrete,neutral,sports
center piece,center,piece,medium,5.4,6.4,1,1.0,concrete,neutral,household
center stage,center,stage,medium,5.4,6.4,1,0.8,concrete,neutral,performance
center table,center,table,medium,5.2,6.2,1,1.0,concrete,neutral,household
cereal bowl,cereal,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,household
chair pad,chair,pad,low,4.8,5.8,1,1.0,concrete,neutral,household
changing room,changing,room,medium,5.2,6.2,1,1.0,concrete,neutral,building
chat room,chat,room,medium,5.2,6.2,1,0.8,concrete,neutral,technology
check book,check,book,medium,5.4,6.4,1,1.0,concrete,neutral,object
checking account,checking,account,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
clean room,clean,room,medium,5.0,6.0,2,1.0,concrete,neutral,building
clock face,clock,face,medium,5.4,6.4,1,1.0,concrete,neutral,object
clock radio,clock,radio,medium,5.2,6.2,1,1.0,concrete,neutral,object
closet door,closet,door,medium,5.6,6.6,1,1.0,concrete,neutral,household
closet shelf,closet,shelf,medium,5.2,6.2,1,1.0,concrete,neutral,household
closet space,closet,space,medium,5.4,6.4,1,1.0,concrete,neutral,household
cloth napkin,cloth,napkin,medium,5.2,6.2,1,1.0,concrete,neutral,object
clothes hanger,clothes,hanger,medium,5.4,6.4,1,1.0,concrete,neutral,household
clothes line,clothes,line,medium,5.4,6.4,1,1.0,concrete,neutral,household
clothes pin,clothes,pin,medium,5.2,6.2,1,1.0,concrete,neutral,household
coat hook,coat,hook,medium,5.2,6.2,1,1.0,concrete,neutral,household
coffee filter,coffee,filter,medium,5.4,6.4,1,1.0,concrete,neutral,household
color book,color,book,medium,5.4,6.4,1,1.0,concrete,neutral,object
comic book,comic,book,medium,5.6,6.6,1,1.0,concrete,neutral,object
computer desk,computer,desk,medium,5.4,6.4,1,1.0,concrete,neutral,household
computer mouse,computer,mouse,medium,5.6,6.6,1,1.0,concrete,neutral,object
computer screen,computer,screen,medium,5.6,6.6,1,1.0,concrete,neutral,object
cook book,cook,book,medium,5.6,6.6,1,1.0,concrete,neutral,object
corner cabinet,corner,cabinet,medium,5.0,6.0,1,1.0,concrete,neutral,household
corner chair,corner,chair,low,4.8,5.8,1,1.0,concrete,neutral,household
corner desk,corner,desk,medium,5.0,6.0,1,1.0,concrete,neutral,household
corner kick,corner,kick,medium,5.2,6.2,1,1.0,concrete,neutral,sports
corner shelf,corner,shelf,medium,5.2,6.2,1,1.0,concrete,neutral,household
corner store,corner,store,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
corner table,corner,table,medium,5.2,6.2,1,1.0,concrete,neutral,household
corner unit,corner,unit,low,4.8,5.8,1,1.0,concrete,neutral,household
couch cushion,couch,cushion,medium,5.4,6.4,1,1.0,concrete,neutral,household
couch pillow,couch,pillow,medium,5.2,6.2,1,1.0,concrete,neutral,household
cream pitcher,cream,pitcher,low,5.0,6.0,1,1.0,concrete,neutral,household
cue ball,cue,ball,medium,5.2,6.2,1,1.0,concrete,neutral,sports
curtain hook,curtain,hook,low,4.8,5.8,1,1.0,concrete,neutral,household
curtain ring,curtain,ring,low,5.0,6.0,1,1.0,concrete,neutral,household
curtain rod,curtain,rod,medium,5.2,6.2,1,1.0,concrete,neutral,household
dark room,dark,room,medium,5.2,6.2,2,1.0,concrete,neutral,building
day show,day,show,low,4.6,5.6,1,1.0,concrete,neutral,performance
desk chair,desk,chair,medium,5.6,6.6,1,1.0,concrete,neutral,household
desk drawer,desk,drawer,medium,5.4,6.4,1,1.0,concrete,neutral,household
desk lamp,desk,lamp,medium,5.6,6.6,1,1.0,concrete,neutral,household
desk top,desk,top,medium,5.6,6.6,2,1.0,concrete,neutral,household
dining chair,dining,chair,medium,5.6,6.6,1,1.0,concrete,neutral,household
dining room,dining,room,high,6.2,7.4,1,1.0,concrete,neutral,household
dining table,dining,table,high,6.0,7.2,1,1.0,concrete,neutral,household
dinner napkin,dinner,napkin,medium,5.2,6.2,1,1.0,concrete,neutral,object
dodge ball,dodge,ball,medium,5.4,6.4,1,1.0,concrete,neutral,sports
dog door,dog,door,medium,5.2,6.2,1,1.0,concrete,neutral,household
dog food,dog,food,medium,5.6,6.6,1,1.0,concrete,neutral,animal
dog show,dog,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance
door bell,door,bell,medium,5.6,6.6,1,1.0,concrete,neutral,household
door hinge,door,hinge,medium,5.2,6.2,1,1.0,concrete,neutral,household
door key,door,key,medium,5.4,6.4,1,1.0,concrete,neutral,household
door knob,door,knob,medium,5.4,6.4,1,1.0,concrete,neutral,household
door lock,door,lock,medium,5.6,6.6,1,1.0,concrete,neutral,household
door mat,door,mat,medium,5.4,6.4,1,1.0,concrete,neutral,household
door rug,door,rug,low,5.0,6.0,1,1.0,concrete,neutral,household
door stop,door,stop,medium,5.2,6.2,1,1.0,concrete,neutral,household
drain pipe,drain,pipe,medium,5.2,6.2,1,1.0,concrete,neutral,household
drawer pull,drawer,pull,low,4.8,5.8,1,1.0,concrete,neutral,household
dressing room,dressing,room,medium,5.4,6.4,1,1.0,concrete,neutral,building
drill bit,drill,bit,medium,5.2,6.2,1,1.0,concrete,neutral,tool
dryer lint,dryer,lint,medium,5.0,6.0,1,1.0,concrete,neutral,household
dryer sheet,dryer,sheet,medium,5.2,6.2,1,1.0,concrete,neutral,household
dust pan,dust,pan,medium,5.4,6.4,1,1.0,concrete,neutral,household
email account,email,account,medium,5.4,6.4,1,1.0,concrete,neutral,technology
engine room,engine,room,medium,5.0,6.0,1,1.0,concrete,neutral,maritime
entry bench,entry,bench,low,4.6,5.6,1,1.0,concrete,neutral,household
extension cord,extension,cord,medium,5.4,6.4,1,1.0,concrete,neutral,household
fashion show,fashion,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance
faucet handle,faucet,handle,medium,5.0,6.0,1,1.0,concrete,neutral,household
fight song,fight,song,medium,5.2,6.2,1,1.0,concrete,neutral,music
fire alarm,fire,alarm,medium,5.6,6.6,1,1.0,concrete,neutral,household
fire show,fire,show,low,4.8,5.8,1,1.0,concrete,neutral,performance
first base,first,base,medium,5.6,6.6,1,1.0,concrete,neutral,sports
fish hook,fish,hook,medium,5.4,6.4,1,1.0,concrete,neutral,object
fitting room,fitting,room,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
flash light,flash,light,medium,5.6,6.6,1,1.0,concrete,neutral,object
flat tire,flat,tire,medium,5.6,6.6,1,1.0,concrete,neutral,transport
floor board,floor,board,medium,5.4,6.4,1,1.0,concrete,neutral,household
floor cushion,floor,cushion,low,5.0,6.0,1,1.0,concrete,neutral,household
floor lamp,floor,lamp,medium,5.6,6.6,1,1.0,concrete,neutral,household
floor mat,floor,mat,medium,5.4,6.4,1,1.0,concrete,neutral,household
floor rug,floor,rug,medium,5.2,6.2,1,1.0,concrete,neutral,household
floor tile,floor,tile,medium,5.4,6.4,1,1.0,concrete,neutral,household
flower show,flower,show,medium,5.2,6.2,1,1.0,concrete,neutral,performance
flower vase,flower,vase,medium,5.4,6.4,1,1.0,concrete,neutral,household
fly trap,fly,trap,medium,5.2,6.2,1,1.0,concrete,neutral,household
foam cup,foam,cup,medium,5.0,6.0,1,1.0,concrete,neutral,object
folk song,folk,song,medium,5.2,6.2,1,1.0,concrete,neutral,music
foot ball,foot,ball,high,6.2,7.4,1,1.0,concrete,neutral,sports
foot stool,foot,stool,medium,5.2,6.2,1,1.0,concrete,neutral,household
free throw,free,throw,medium,5.4,6.4,1,1.0,concrete,neutral,sports
front room,front,room,medium,5.2,6.2,2,1.0,concrete,neutral,household
fruit basket,fruit,basket,medium,5.4,6.4,1,1.0,concrete,neutral,household
fruit bowl,fruit,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,household
garbage bag,garbage,bag,medium,5.6,6.6,1,1.0,concrete,neutral,household
garbage can,garbage,can,medium,5.8,6.8,1,1.0,concrete,neutral,household
garbage truck,garbage,truck,medium,5.6,6.6,1,1.0,concrete,neutral,transport
garden bed,garden,bed,medium,5.2,6.2,2,1.0,concrete,neutral,nature
garden gate,garden,gate,medium,5.4,6.4,1,1.0,concrete,neutral,household
garden shed,garden,shed,medium,5.4,6.4,1,1.0,concrete,neutral,household
garden tool,garden,tool,medium,5.4,6.4,1,1.0,concrete,neutral,household
garden wall,garden,wall,medium,5.2,6.2,1,1.0,concrete,neutral,household
gas pump,gas,pump,medium,5.6,6.6,1,1.0,concrete,neutral,transport
glass bottle,glass,bottle,medium,5.4,6.4,1,1.0,concrete,neutral,object
guest book,guest,book,medium,5.2,6.2,1,1.0,concrete,neutral,object
guest room,guest,room,medium,5.4,6.4,1,1.0,concrete,neutral,household
guide book,guide,book,medium,5.4,6.4,1,1.0,concrete,neutral,object
hammer head,hammer,head,medium,5.2,6.2,2,1.0,concrete,neutral,tool
hand book,hand,book,medium,5.4,6.4,2,1.0,concrete,neutral,object
hand mirror,hand,mirror,medium,5.2,6.2,1,1.0,concrete,neutral,object
hand signal,hand,signal,medium,5.2,6.2,1,1.0,concrete,neutral,communication
head light,head,light,medium,5.6,6.6,1,1.0,concrete,neutral,transport
head rest,head,rest,medium,5.4,6.4,1,1.0,concrete,neutral,object
high stool,high,stool,low,4.8,5.8,1,1.0,concrete,neutral,household
hockey puck,hockey,puck,medium,5.4,6.4,1,1.0,concrete,neutral,sports
hockey rink,hockey,rink,medium,5.2,6.2,1,1.0,concrete,neutral,sports
hockey stick,hockey,stick,medium,5.4,6.4,1,1.0,concrete,neutral,sports
home base,home,base,medium,5.6,6.6,1,1.0,concrete,neutral,sports
hook shot,hook,shot,medium,5.0,6.0,1,1.0,concrete,neutral,sports
horse show,horse,show,medium,5.2,6.2,1,1.0,concrete,neutral,performance
house number,house,number,medium,5.4,6.4,1,1.0,concrete,neutral,object
hymn book,hymn,book,low,4.8,5.8,1,1.0,concrete,neutral,object
ice rink,ice,rink,medium,5.4,6.4,1,1.0,concrete,neutral,sports
ice skate,ice,skate,medium,5.4,6.4,1,1.0,concrete,neutral,sports
in field,in,field,medium,5.2,6.2,1,1.0,concrete,neutral,sports
iron board,iron,board,medium,5.2,6.2,1,1.0,concrete,neutral,household
key hole,key,hole,medium,5.4,6.4,1,1.0,concrete,neutral,object
key hook,key,hook,medium,5.2,6.2,1,1.0,concrete,neutral,household
kick ball,kick,ball,medium,5.4,6.4,1,1.0,concrete,neutral,sports
kitchen counter,kitchen,counter,medium,5.6,6.6,1,1.0,concrete,neutral,household
kitchen door,kitchen,door,medium,5.8,6.8,2,1.0,concrete,neutral,household
kitchen floor,kitchen,floor,high,6.0,7.2,2,1.0,concrete,neutral,household
kitchen knife,kitchen,knife,medium,5.6,6.6,1,1.0,concrete,neutral,household
kitchen sink,kitchen,sink,high,6.0,7.2,1,1.0,concrete,neutral,household
kitchen table,kitchen,table,high,6.2,7.4,1,1.0,concrete,neutral,household
kitchen towel,kitchen,towel,medium,5.6,6.6,1,1.0,concrete,neutral,household
kitchen window,kitchen,window,medium,5.8,6.8,2,1.0,concrete,neutral,household
knot hole,knot,hole,low,4.8,5.8,1,1.0,concrete,neutral,object
ladder rung,ladder,rung,low,4.8,5.8,1,1.0,concrete,neutral,object
lamp shade,lamp,shade,medium,5.6,6.6,1,1.0,concrete,neutral,household
lamp stand,lamp,stand,medium,5.2,6.2,1,1.0,concrete,neutral,household
laser beam,laser,beam,medium,5.2,6.2,1,1.0,concrete,neutral,object
laser show,laser,show,medium,5.2,6.2,1,1.0,concrete,neutral,performance
late show,late,show,medium,5.2,6.2,1,1.0,concrete,neutral,performance
laundry bag,laundry,bag,medium,5.4,6.4,1,1.0,concrete,neutral,household
laundry room,laundry,room,medium,5.6,6.6,1,1.0,concrete,neutral,household
laundry soap,laundry,soap,medium,5.4,6.4,1,1.0,concrete,neutral,household
left field,left,field,medium,5.4,6.4,1,1.0,concrete,neutral,sports
light fixture,light,fixture,medium,5.4,6.4,1,1.0,concrete,neutral,household
light shade,light,shade,medium,5.4,6.4,2,1.0,concrete,neutral,household
light show,light,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance
light switch,light,switch,medium,5.6,6.6,1,1.0,concrete,neutral,household
lint trap,lint,trap,medium,5.0,6.0,1,1.0,concrete,neutral,household
locker room,locker,room,medium,5.6,6.6,1,1.0,concrete,neutral,building
log book,log,book,medium,5.2,6.2,1,1.0,concrete,neutral,object
loop hole,loop,hole,medium,5.0,6.0,1,0.5,concrete,neutral,object
love song,love,song,medium,5.6,6.6,1,1.0,concrete,neutral,music
lucky number,lucky,number,medium,5.4,6.4,1,1.0,concrete,neutral,object
magic number,magic,number,medium,5.2,6.2,1,0.8,concrete,neutral,object
magic show,magic,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance
magic trick,magic,trick,medium,5.4,6.4,1,1.0,concrete,neutral,object
magic wand,magic,wand,medium,5.4,6.4,1,1.0,concrete,neutral,object
man hole,man,hole,medium,5.2,6.2,1,1.0,concrete,neutral,object
meat hook,meat,hook,low,4.8,5.8,1,1.0,concrete,neutral,object
mirror frame,mirror,frame,medium,5.2,6.2,1,1.0,concrete,neutral,household
mixing bowl,mixing,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,household
mop bucket,mop,bucket,medium,5.2,6.2,1,1.0,concrete,neutral,household
mop head,mop,head,low,5.0,6.0,1,1.0,concrete,neutral,household
morning show,morning,show,medium,5.4,6.4,1,1.0,concrete,neutral,communication
mouse click,mouse,click,medium,5.2,6.2,1,1.0,concrete,neutral,object
mouse pad,mouse,pad,medium,5.4,6.4,1,1.0,concrete,neutral,object
mouse trap,mouse,trap,medium,5.4,6.4,1,1.0,concrete,neutral,household
mud room,mud,room,medium,5.0,6.0,1,1.0,concrete,neutral,household
nail hole,nail,hole,medium,5.2,6.2,2,1.0,concrete,neutral,household
neck pillow,neck,pillow,medium,5.2,6.2,1,1.0,concrete,neutral,object
news show,news,show,medium,5.2,6.2,1,1.0,concrete,neutral,communication
night light,night,light,medium,5.6,6.6,2,1.0,concrete,neutral,household
night show,night,show,low,4.8,5.8,1,1.0,concrete,neutral,performance
night stand,night,stand,medium,5.6,6.6,1,1.0,concrete,neutral,household
note book,note,book,medium,5.6,6.6,1,1.0,concrete,neutral,object
oil change,oil,change,medium,5.4,6.4,1,1.0,concrete,neutral,transport
oil filter,oil,filter,medium,5.2,6.2,1,1.0,concrete,neutral,transport
oil pump,oil,pump,medium,5.0,6.0,1,1.0,concrete,neutral,object
out field,out,field,medium,5.2,6.2,1,1.0,concrete,neutral,sports
paint brush,paint,brush,medium,5.6,6.6,1,1.0,concrete,neutral,tool
paint can,paint,can,medium,5.4,6.4,1,1.0,concrete,neutral,object
paint chip,paint,chip,medium,5.0,6.0,1,1.0,concrete,neutral,object
paint roller,paint,roller,medium,5.2,6.2,1,1.0,concrete,neutral,tool
paper filter,paper,filter,medium,5.0,6.0,1,1.0,concrete,neutral,object
paper napkin,paper,napkin,medium,5.4,6.4,1,1.0,concrete,neutral,object
paper plate,paper,plate,medium,5.6,6.6,1,1.0,concrete,neutral,object
patio chair,patio,chair,medium,5.4,6.4,1,1.0,concrete,neutral,household
patio door,patio,door,medium,5.4,6.4,1,1.0,concrete,neutral,household
patio set,patio,set,medium,5.2,6.2,1,1.0,concrete,neutral,household
patio table,patio,table,medium,5.4,6.4,1,1.0,concrete,neutral,household
pepper mill,pepper,mill,medium,5.2,6.2,1,1.0,concrete,neutral,household
pet door,pet,door,medium,5.2,6.2,1,1.0,concrete,neutral,household
pet food,pet,food,medium,5.6,6.6,1,1.0,concrete,neutral,animal
phone book,phone,book,medium,5.4,6.4,1,1.0,concrete,neutral,object
phone case,phone,case,medium,5.6,6.6,1,1.0,concrete,neutral,object
phone charger,phone,charger,medium,5.6,6.6,1,1.0,concrete,neutral,object
phone number,phone,number,high,5.8,6.8,1,1.0,concrete,neutral,communication
phone screen,phone,screen,medium,5.4,6.4,1,1.0,concrete,neutral,object
phone stand,phone,stand,medium,5.2,6.2,1,1.0,concrete,neutral,object
piano bench,piano,bench,medium,5.2,6.2,1,1.0,concrete,neutral,household
picture book,picture,book,medium,5.6,6.6,1,1.0,concrete,neutral,object
picture hook,picture,hook,medium,5.2,6.2,1,1.0,concrete,neutral,household
pillow case,pillow,case,medium,5.4,6.4,1,1.0,concrete,neutral,household
pillow top,pillow,top,low,5.0,6.0,1,1.0,concrete,neutral,household
pipe wrench,pipe,wrench,medium,5.0,6.0,1,1.0,concrete,neutral,tool
place card,place,card,medium,5.2,6.2,1,1.0,concrete,neutral,object
place mat,place,mat,medium,5.4,6.4,1,1.0,concrete,neutral,household
place setting,place,setting,medium,5.2,6.2,1,1.0,concrete,neutral,household
plant stand,plant,stand,medium,5.2,6.2,1,1.0,concrete,neutral,household
plastic bag,plastic,bag,medium,5.6,6.6,1,1.0,concrete,neutral,object
plastic cup,plastic,cup,medium,5.4,6.4,1,1.0,concrete,neutral,object
plastic wrap,plastic,wrap,medium,5.4,6.4,1,1.0,concrete,neutral,object
play mat,play,mat,medium,5.2,6.2,1,1.0,concrete,neutral,object
play room,play,room,medium,5.4,6.4,1,1.0,concrete,neutral,household
pocket knife,pocket,knife,medium,5.4,6.4,1,1.0,concrete,neutral,object
pool ball,pool,ball,medium,5.2,6.2,1,1.0,concrete,neutral,sports
pool cue,pool,cue,medium,5.2,6.2,1,1.0,concrete,neutral,sports
pool stick,pool,stick,medium,5.0,6.0,1,1.0,concrete,neutral,sports
pop song,pop,song,medium,5.4,6.4,1,1.0,concrete,neutral,music
porch light,porch,light,medium,5.4,6.4,1,1.0,concrete,neutral,household
porch step,porch,step,medium,5.2,6.2,1,1.0,concrete,neutral,household
pot hole,pot,hole,medium,5.4,6.4,1,1.0,concrete,neutral,object
power cord,power,cord,medium,5.4,6.4,1,1.0,concrete,neutral,household
power outlet,power,outlet,medium,5.4,6.4,1,1.0,concrete,neutral,household
power plug,power,plug,medium,5.2,6.2,1,1.0,concrete,neutral,household
power strip,power,strip,medium,5.4,6.4,1,1.0,concrete,neutral,household
puppet show,puppet,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance
quiz show,quiz,show,medium,5.2,6.2,1,1.0,concrete,neutral,performance
radio signal,radio,signal,medium,5.2,6.2,1,1.0,concrete,neutral,technology
rain boot,rain,boot,medium,5.4,6.4,1,1.0,concrete,neutral,clothing
rain drop,rain,drop,medium,5.6,6.6,1,1.0,concrete,neutral,nature
rain fall,rain,fall,medium,5.4,6.4,1,1.0,concrete,neutral,nature
rain hat,rain,hat,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
rain storm,rain,storm,medium,5.6,6.6,1,1.0,concrete,neutral,nature
rain water,rain,water,medium,5.4,6.4,1,1.0,concrete,neutral,nature
remote control,remote,control,high,5.8,6.8,1,1.0,concrete,neutral,object
rice bowl,rice,bowl,medium,5.2,6.2,1,1.0,concrete,neutral,household
right field,right,field,medium,5.4,6.4,1,1.0,concrete,neutral,sports
road show,road,show,medium,5.2,6.2,1,1.0,concrete,neutral,performance
roller skate,roller,skate,medium,5.4,6.4,1,1.0,concrete,neutral,sports
roof rack,roof,rack,medium,5.2,6.2,1,1.0,concrete,neutral,transport
roof tile,roof,tile,medium,5.2,6.2,1,1.0,concrete,neutral,building
roof top,roof,top,medium,5.4,6.4,1,1.0,concrete,neutral,building
room number,room,number,medium,5.4,6.4,1,1.0,concrete,neutral,object
rope ladder,rope,ladder,medium,5.2,6.2,1,1.0,concrete,neutral,object
rope swing,rope,swing,medium,5.2,6.2,1,1.0,concrete,neutral,object
rule book,rule,book,medium,5.4,6.4,1,1.0,concrete,neutral,object
safety belt,safety,belt,medium,5.2,6.2,2,1.0,concrete,neutral,object
safety goggles,safety,goggles,medium,5.2,6.2,1,1.0,concrete,neutral,object
safety net,safety,net,medium,5.2,6.2,1,0.7,concrete,neutral,object
safety pin,safety,pin,medium,5.4,6.4,1,1.0,concrete,neutral,object
safety vest,safety,vest,medium,5.2,6.2,1,1.0,concrete,neutral,clothing
salad bowl,salad,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,household
salt shaker,salt,shaker,medium,5.4,6.4,1,1.0,concrete,neutral,household
sand trap,sand,trap,medium,5.2,6.2,1,1.0,concrete,neutral,sports
savings account,savings,account,medium,5.2,6.2,1,1.0,concrete,neutral,commerce
saw blade,saw,blade,medium,5.2,6.2,1,1.0,concrete,neutral,tool
screw driver,screw,driver,medium,5.4,6.4,1,1.0,concrete,neutral,tool
screw top,screw,top,medium,5.0,6.0,1,1.0,concrete,neutral,object
seat cushion,seat,cushion,medium,5.2,6.2,1,1.0,concrete,neutral,household
second base,second,base,medium,5.4,6.4,1,1.0,concrete,neutral,sports
serving dish,serving,dish,medium,5.2,6.2,1,1.0,concrete,neutral,household
serving spoon,serving,spoon,medium,5.2,6.2,1,1.0,concrete,neutral,household
shelf bracket,shelf,bracket,low,4.8,5.8,1,1.0,concrete,neutral,household
shower curtain,shower,curtain,medium,5.6,6.6,1,1.0,concrete,neutral,household
shower door,shower,door,medium,5.4,6.4,1,1.0,concrete,neutral,household
shower head,shower,head,medium,5.6,6.6,1,1.0,concrete,neutral,household
shower hook,shower,hook,medium,5.0,6.0,1,1.0,concrete,neutral,household
side room,side,room,low,4.8,5.8,2,1.0,concrete,neutral,building
side show,side,show,medium,5.2,6.2,2,1.0,concrete,neutral,performance
silver spoon,silver,spoon,medium,5.2,6.2,1,1.0,concrete,neutral,household
sink drain,sink,drain,medium,5.2,6.2,1,1.0,concrete,neutral,household
skate board,skate,board,medium,5.6,6.6,1,1.0,concrete,neutral,sports
skate park,skate,park,medium,5.4,6.4,1,1.0,concrete,neutral,sports
skating rink,skating,rink,medium,5.4,6.4,1,1.0,concrete,neutral,sports
slide show,slide,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance
smoke alarm,smoke,alarm,medium,5.6,6.6,1,1.0,concrete,neutral,household
smoke detector,smoke,detector,medium,5.4,6.4,1,1.0,concrete,neutral,household
smoke signal,smoke,signal,medium,5.2,6.2,1,1.0,concrete,neutral,communication
snow board,snow,board,medium,5.4,6.4,1,1.0,concrete,neutral,sports
snow day,snow,day,medium,5.6,6.6,1,1.0,concrete,neutral,nature
snow drift,snow,drift,medium,5.2,6.2,1,1.0,concrete,neutral,nature
snow flake,snow,flake,medium,5.4,6.4,1,1.0,concrete,neutral,nature
snow plow,snow,plow,medium,5.4,6.4,1,1.0,concrete,neutral,transport
