phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag
wheat bread,wheat,bread,medium,5.4,6.4,1,1.0,concrete,neutral,food
wheat flour,wheat,flour,medium,5.4,6.4,1,1.0,concrete,neutral,food
wheat field,wheat,field,medium,5.2,6.2,1,1.0,concrete,neutral,nature
rice cake,rice,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
rice pudding,rice,pudding,medium,5.4,6.4,1,1.0,concrete,neutral,food
rice paper,rice,paper,medium,5.2,6.2,1,1.0,concrete,neutral,food
fried rice,fried,rice,medium,5.6,6.6,1,1.0,concrete,neutral,food
brown rice,brown,rice,medium,5.4,6.4,1,1.0,concrete,neutral,food
white rice,white,rice,medium,5.6,6.6,1,1.0,concrete,neutral,food
wild rice,wild,rice,medium,5.2,6.2,1,1.0,concrete,neutral,food
pasta sauce,pasta,sauce,medium,5.6,6.6,1,1.0,concrete,neutral,food
pasta salad,pasta,salad,medium,5.4,6.4,1,1.0,concrete,neutral,food
noodle soup,noodle,soup,medium,5.4,6.4,1,1.0,concrete,neutral,food
chicken soup,chicken,soup,medium,5.6,6.6,1,1.0,concrete,neutral,food
chicken wing,chicken,wing,medium,5.6,6.6,1,1.0,concrete,neutral,food
chicken breast,chicken,breast,medium,5.4,6.4,1,1.0,concrete,neutral,food
chicken leg,chicken,leg,medium,5.4,6.4,1,1.0,concrete,neutral,food
chicken finger,chicken,finger,medium,5.4,6.4,1,1.0,concrete,neutral,food
chicken salad,chicken,salad,medium,5.6,6.6,1,1.0,concrete,neutral,food
chicken sandwich,chicken,sandwich,medium,5.6,6.6,1,1.0,concrete,neutral,food
fried chicken,fried,chicken,high,5.8,6.8,1,1.0,concrete,neutral,food
grilled chicken,grilled,chicken,medium,5.6,6.6,1,1.0,concrete,neutral,food
roast chicken,roast,chicken,medium,5.4,6.4,1,1.0,concrete,neutral,food
turkey sandwich,turkey,sandwich,medium,5.4,6.4,1,1.0,concrete,neutral,food
turkey burger,turkey,burger,medium,5.4,6.4,1,1.0,concrete,neutral,food
beef steak,beef,steak,medium,5.6,6.6,1,1.0,concrete,neutral,food
beef stew,beef,stew,medium,5.6,6.6,1,1.0,concrete,neutral,food
beef jerky,beef,jerky,medium,5.4,6.4,1,1.0,concrete,neutral,food
beef burger,beef,burger,medium,5.4,6.4,1,1.0,concrete,neutral,food
pork chop,pork,chop,medium,5.6,6.6,1,1.0,concrete,neutral,food
pork rib,pork,rib,medium,5.4,6.4,1,1.0,concrete,neutral,food
pork belly,pork,belly,medium,5.2,6.2,1,1.0,concrete,neutral,food
ham sandwich,ham,sandwich,medium,5.6,6.6,1,1.0,concrete,neutral,food
lamb chop,lamb,chop,medium,5.4,6.4,1,1.0,concrete,neutral,food
fish stick,fish,stick,medium,5.4,6.4,1,1.0,concrete,neutral,food
fish fry,fish,fry,medium,5.2,6.2,1,1.0,concrete,neutral,food
fish market,fish,market,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
fish sauce,fish,sauce,medium,5.2,6.2,1,1.0,concrete,neutral,food
tuna fish,tuna,fish,medium,5.6,6.6,1,1.0,concrete,neutral,food
tuna salad,tuna,salad,medium,5.6,6.6,1,1.0,concrete,neutral,food
salmon steak,salmon,steak,medium,5.2,6.2,1,1.0,concrete,neutral,food
shrimp cocktail,shrimp,cocktail,medium,5.4,6.4,1,1.0,concrete,neutral,food
crab cake,crab,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
lobster tail,lobster,tail,medium,5.2,6.2,1,1.0,concrete,neutral,food
egg roll,egg,roll,medium,5.6,6.6,1,1.0,concrete,neutral,food
egg salad,egg,salad,medium,5.4,6.4,1,1.0,concrete,neutral,food
egg white,egg,white,medium,5.6,6.6,1,1.0,concrete,neutral,food
egg yolk,egg,yolk,medium,5.4,6.4,1,1.0,concrete,neutral,food
egg drop,egg,drop,medium,5.2,6.2,1,1.0,concrete,neutral,food
scrambled egg,scrambled,egg,medium,5.4,6.4,1,1.0,concrete,neutral,food
fried egg,fried,egg,medium,5.6,6.6,1,1.0,concrete,neutral,food
boiled egg,boiled,egg,medium,5.4,6.4,1,1.0,concrete,neutral,food
poached egg,poached,egg,medium,5.2,6.2,1,1.0,concrete,neutral,food
cheese slice,cheese,slice,medium,5.4,6.4,1,1.0,concrete,neutral,food
cheese wheel,cheese,wheel,low,5.0,6.0,1,1.0,concrete,neutral,food
cheese board,cheese,board,medium,5.2,6.2,1,1.0,concrete,neutral,food
cheese dip,cheese,dip,medium,5.2,6.2,1,1.0,concrete,neutral,food
cheese sauce,cheese,sauce,medium,5.4,6.4,1,1.0,concrete,neutral,food
cheese pizza,cheese,pizza,medium,5.6,6.6,1,1.0,concrete,neutral,food
cream cheese,cream,cheese,high,6.0,7.2,1,1.0,concrete,neutral,food
cottage cheese,cottage,cheese,medium,5.4,6.4,1,1.0,concrete,neutral,food
goat cheese,goat,cheese,medium,5.2,6.2,1,1.0,concrete,neutral,food
blue cheese,blue,cheese,medium,5.4,6.4,1,1.0,concrete,neutral,food
grilled cheese,grilled,cheese,medium,5.6,6.6,1,1.0,concrete,neutral,food
butter cream,butter,cream,medium,5.4,6.4,1,1.0,concrete,neutral,food
sour cream,sour,cream,medium,5.6,6.6,1,1.0,concrete,neutral,food
whipped cream,whipped,cream,medium,5.6,6.6,1,1.0,concrete,neutral,food
ice cream,ice,cream,high,6.5,7.8,1,1.0,concrete,neutral,food
chocolate milk,chocolate,milk,medium,5.8,6.8,1,1.0,concrete,neutral,drink
chocolate cake,chocolate,cake,high,5.8,6.8,1,1.0,concrete,neutral,food
chocolate chip,chocolate,chip,high,5.8,6.8,1,1.0,concrete,neutral,food
chocolate bar,chocolate,bar,medium,5.6,6.6,1,1.0,concrete,neutral,food
chocolate sauce,chocolate,sauce,medium,5.4,6.4,1,1.0,concrete,neutral,food
chocolate syrup,chocolate,syrup,medium,5.4,6.4,1,1.0,concrete,neutral,food
chocolate pudding,chocolate,pudding,medium,5.4,6.4,1,1.0,concrete,neutral,food
chocolate frosting,chocolate,frosting,medium,5.2,6.2,1,1.0,concrete,neutral,food
white chocolate,white,chocolate,medium,5.4,6.4,1,1.0,concrete,neutral,food
dark chocolate,dark,chocolate,medium,5.4,6.4,1,1.0,concrete,neutral,food
milk chocolate,milk,chocolate,medium,5.4,6.4,1,1.0,concrete,neutral,food
vanilla ice,vanilla,ice,medium,5.4,6.4,1,1.0,concrete,neutral,food
vanilla bean,vanilla,bean,medium,5.2,6.2,1,1.0,concrete,neutral,food
vanilla cake,vanilla,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
vanilla frosting,vanilla,frosting,medium,5.2,6.2,1,1.0,concrete,neutral,food
sugar cookie,sugar,cookie,medium,5.6,6.6,1,1.0,concrete,neutral,food
sugar cube,sugar,cube,medium,5.4,6.4,1,1.0,concrete,neutral,food
brown sugar,brown,sugar,medium,5.6,6.6,1,1.0,concrete,neutral,food
maple syrup,maple,syrup,medium,5.6,6.6,1,1.0,concrete,neutral,food
maple leaf,maple,leaf,medium,5.4,6.4,1,1.0,concrete,neutral,nature
maple tree,maple,tree,medium,5.4,6.4,1,1.0,concrete,neutral,nature
honey bee,honey,bee,medium,5.6,6.6,1,1.0,concrete,neutral,animal
honey comb,honey,comb,medium,5.4,6.4,1,1.0,concrete,neutral,food
jam jar,jam,jar,medium,5.4,6.4,1,1.0,concrete,neutral,household
jelly bean,jelly,bean,medium,5.6,6.6,1,1.0,concrete,neutral,food
jelly roll,jelly,roll,medium,5.2,6.2,1,1.0,concrete,neutral,food
peanut butter,peanut,butter,high,6.2,7.4,1,1.0,concrete,neutral,food
almond butter,almond,butter,medium,5.2,6.2,1,1.0,concrete,neutral,food
almond milk,almond,milk,medium,5.4,6.4,1,1.0,concrete,neutral,drink
soy milk,soy,milk,medium,5.4,6.4,1,1.0,concrete,neutral,drink
oat milk,oat,milk,medium,5.2,6.2,1,1.0,concrete,neutral,drink
skim milk,skim,milk,medium,5.4,6.4,1,1.0,concrete,neutral,drink
whole milk,whole,milk,medium,5.6,6.6,1,1.0,concrete,neutral,drink
milk shake,milk,shake,medium,5.6,6.6,1,1.0,concrete,neutral,drink
milk carton,milk,carton,medium,5.4,6.4,1,1.0,concrete,neutral,object
milk jug,milk,jug,medium,5.2,6.2,1,1.0,concrete,neutral,object
milk bottle,milk,bottle,medium,5.4,6.4,1,1.0,concrete,neutral,object
coffee bean,coffee,bean,medium,5.6,6.6,1,1.0,concrete,neutral,food
coffee cup,coffee,cup,high,5.8,6.8,1,1.0,concrete,neutral,object
coffee pot,coffee,pot,medium,5.6,6.6,1,1.0,concrete,neutral,object
coffee mug,coffee,mug,medium,5.6,6.6,1,1.0,concrete,neutral,object
coffee shop,coffee,shop,high,5.8,6.8,1,1.0,concrete,neutral,commerce
coffee table,coffee,table,high,5.8,6.8,1,1.0,concrete,neutral,household
iced coffee,iced,coffee,medium,5.6,6.6,1,1.0,concrete,neutral,drink
black coffee,black,coffee,medium,5.6,6.6,1,1.0,concrete,neutral,drink
coffee cake,coffee,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
coffee break,coffee,break,medium,5.6,6.6,1,1.0,concrete,neutral,social
tea cup,tea,cup,medium,5.6,6.6,1,1.0,concrete,neutral,object
tea pot,tea,pot,medium,5.6,6.6,1,1.0,concrete,neutral,object
tea bag,tea,bag,medium,5.6,6.6,1,1.0,concrete,neutral,object
tea leaf,tea,leaf,medium,5.4,6.4,1,1.0,concrete,neutral,food
tea party,tea,party,medium,5.6,6.6,1,1.0,concrete,neutral,social
tea time,tea,time,medium,5.6,6.6,1,1.0,concrete,neutral,social
green tea,green,tea,medium,5.6,6.6,1,1.0,concrete,neutral,drink
black tea,black,tea,medium,5.4,6.4,1,1.0,concrete,neutral,drink
iced tea,iced,tea,high,5.8,6.8,1,1.0,concrete,neutral,drink
hot tea,hot,tea,medium,5.6,6.6,1,1.0,concrete,neutral,drink
herbal tea,herbal,tea,medium,5.2,6.2,1,1.0,concrete,neutral,drink
mint tea,mint,tea,medium,5.2,6.2,1,1.0,concrete,neutral,drink
lemon tea,lemon,tea,medium,5.2,6.2,1,1.0,concrete,neutral,drink
water bottle,water,bottle,high,5.8,6.8,1,1.0,concrete,neutral,object
water glass,water,glass,medium,5.6,6.6,1,1.0,concrete,neutral,object
sparkling water,sparkling,water,medium,5.4,6.4,1,1.0,concrete,neutral,drink
tap water,tap,water,medium,5.6,6.6,1,1.0,concrete,neutral,drink
cold water,cold,water,medium,5.8,6.8,1,1.0,concrete,neutral,drink
hot water,hot,water,high,5.8,6.8,1,1.0,concrete,neutral,drink
soda pop,soda,pop,medium,5.6,6.6,1,1.0,concrete,neutral,drink
soda can,soda,can,medium,5.6,6.6,1,1.0,concrete,neutral,object
soda bottle,soda,bottle,medium,5.4,6.4,1,1.0,concrete,neutral,object
root beer,root,beer,medium,5.6,6.6,1,1.0,concrete,neutral,drink
ginger beer,ginger,beer,medium,5.2,6.2,1,1.0,concrete,neutral,drink
ginger ale,ginger,ale,medium,5.4,6.4,1,1.0,concrete,neutral,drink
ginger snap,ginger,snap,medium,5.2,6.2,1,1.0,concrete,neutral,food
ginger bread,ginger,bread,medium,5.4,6.4,1,1.0,concrete,neutral,food
ginger root,ginger,root,medium,5.2,6.2,1,1.0,concrete,neutral,food
lemon drop,lemon,drop,medium,5.4,6.4,1,1.0,concrete,neutral,food
lemon bar,lemon,bar,medium,5.2,6.2,1,1.0,concrete,neutral,food
lemon cake,lemon,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
carrot cake,carrot,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
carrot stick,carrot,stick,medium,5.4,6.4,1,1.0,concrete,neutral,food
celery stick,celery,stick,medium,5.2,6.2,1,1.0,concrete,neutral,food
fruit salad,fruit,salad,medium,5.6,6.6,1,1.0,concrete,neutral,food
fruit juice,fruit,juice,medium,5.6,6.6,1,1.0,concrete,neutral,drink
fruit punch,fruit,punch,medium,5.4,6.4,1,1.0,concrete,neutral,drink
fruit cup,fruit,cup,medium,5.4,6.4,1,1.0,concrete,neutral,food
fruit cake,fruit,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
fruit fly,fruit,fly,medium,5.4,6.4,1,1.0,concrete,neutral,animal
dried fruit,dried,fruit,medium,5.4,6.4,1,1.0,concrete,neutral,food
fresh fruit,fresh,fruit,medium,5.6,6.6,1,1.0,concrete,neutral,food
fruit stand,fruit,stand,medium,5.4,6.4,1,1.0,concrete,neutral,commerce
vegetable soup,vegetable,soup,medium,5.4,6.4,1,1.0,concrete,neutral,food
vegetable oil,vegetable,oil,medium,5.4,6.4,1,1.0,concrete,neutral,food
vegetable garden,vegetable,garden,medium,5.4,6.4,1,1.0,concrete,neutral,nature
salad bar,salad,bar,medium,5.6,6.6,1,1.0,concrete,neutral,food
salad bowl,salad,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,object
salad dressing,salad,dressing,medium,5.6,6.6,1,1.0,concrete,neutral,food
salad fork,salad,fork,medium,5.4,6.4,1,1.0,concrete,neutral,object
salad plate,salad,plate,medium,5.2,6.2,1,1.0,concrete,neutral,object
green salad,green,salad,medium,5.4,6.4,1,1.0,concrete,neutral,food
side salad,side,salad,medium,5.4,6.4,1,1.0,concrete,neutral,food
house salad,house,salad,medium,5.2,6.2,1,1.0,concrete,neutral,food
caesar salad,caesar,salad,medium,5.4,6.4,1,1.0,concrete,neutral,food
garden salad,garden,salad,medium,5.4,6.4,1,1.0,concrete,neutral,food
tossed salad,tossed,salad,medium,5.2,6.2,1,1.0,concrete,neutral,food
soup bowl,soup,bowl,medium,5.6,6.6,1,1.0,concrete,neutral,object
soup spoon,soup,spoon,medium,5.4,6.4,1,1.0,concrete,neutral,object
soup pot,soup,pot,medium,5.4,6.4,1,1.0,concrete,neutral,object
soup can,soup,can,medium,5.4,6.4,1,1.0,concrete,neutral,object
soup kitchen,soup,kitchen,medium,5.2,6.2,1,1.0,concrete,neutral,social
bean soup,bean,soup,medium,5.2,6.2,1,1.0,concrete,neutral,food
pea soup,pea,soup,medium,5.2,6.2,1,1.0,concrete,neutral,food
split pea,split,pea,medium,5.2,6.2,1,1.0,concrete,neutral,food
green pea,green,pea,medium,5.2,6.2,1,1.0,concrete,neutral,food
green bean,green,bean,medium,5.6,6.6,1,1.0,concrete,neutral,food
black bean,black,bean,medium,5.4,6.4,1,1.0,concrete,neutral,food
kidney bean,kidney,bean,medium,5.2,6.2,1,1.0,concrete,neutral,food
lima bean,lima,bean,medium,5.2,6.2,1,1.0,concrete,neutral,food
baked bean,baked,bean,medium,5.4,6.4,1,1.0,concrete,neutral,food
chili bean,chili,bean,medium,5.2,6.2,1,1.0,concrete,neutral,food
chili pepper,chili,pepper,medium,5.4,6.4,1,1.0,concrete,neutral,food
chili powder,chili,powder,medium,5.2,6.2,1,1.0,concrete,neutral,food
hot pepper,hot,pepper,medium,5.4,6.4,1,1.0,concrete,neutral,food
bell pepper,bell,pepper,medium,5.6,6.6,1,1.0,concrete,neutral,food
red pepper,red,pepper,medium,5.4,6.4,1,1.0,concrete,neutral,food
green pepper,green,pepper,medium,5.4,6.4,1,1.0,concrete,neutral,food
stuffed pepper,stuffed,pepper,medium,5.2,6.2,1,1.0,concrete,neutral,food
garlic bread,garlic,bread,medium,5.6,6.6,1,1.0,concrete,neutral,food
garlic butter,garlic,butter,medium,5.2,6.2,1,1.0,concrete,neutral,food
garlic salt,garlic,salt,medium,5.2,6.2,1,1.0,concrete,neutral,food
sea salt,sea,salt,medium,5.4,6.4,1,1.0,concrete,neutral,food
table salt,table,salt,medium,5.4,6.4,1,1.0,concrete,neutral,food
kosher salt,kosher,salt,medium,5.0,6.0,1,1.0,concrete,neutral,food
black pepper,black,pepper,medium,5.6,6.6,1,1.0,concrete,neutral,food
olive oil,olive,oil,medium,5.6,6.6,1,1.0,concrete,neutral,food
cooking oil,cooking,oil,medium,5.4,6.4,1,1.0,concrete,neutral,food
coconut oil,coconut,oil,medium,5.4,6.4,1,1.0,concrete,neutral,food
sesame oil,sesame,oil,medium,5.2,6.2,1,1.0,concrete,neutral,food
peanut oil,peanut,oil,medium,5.2,6.2,1,1.0,concrete,neutral,food
hot sauce,hot,sauce,medium,5.6,6.6,1,1.0,concrete,neutral,food
soy sauce,soy,sauce,medium,5.6,6.6,1,1.0,concrete,neutral,food
barbecue sauce,barbecue,sauce,medium,5.4,6.4,1,1.0,concrete,neutral,food
tartar sauce,tartar,sauce,medium,5.2,6.2,1,1.0,concrete,neutral,food
white sauce,white,sauce,medium,5.2,6.2,1,1.0,concrete,neutral,food
red sauce,red,sauce,medium,5.2,6.2,1,1.0,concrete,neutral,food
pizza sauce,pizza,sauce,medium,5.4,6.4,1,1.0,concrete,neutral,food
pizza box,pizza,box,medium,5.6,6.6,1,1.0,concrete,neutral,object
pizza slice,pizza,slice,medium,5.6,6.6,1,1.0,concrete,neutral,food
pizza party,pizza,party,medium,5.6,6.6,1,1.0,concrete,neutral,social
pizza crust,pizza,crust,medium,5.4,6.4,1,1.0,concrete,neutral,food
deep dish,deep,dish,medium,5.4,6.4,1,1.0,concrete,neutral,food
side dish,side,dish,medium,5.6,6.6,1,1.0,concrete,neutral,food
main dish,main,dish,medium,5.2,6.2,1,1.0,concrete,neutral,food
hot dish,hot,dish,medium,5.2,6.2,1,1.0,concrete,neutral,food
pasta dish,pasta,dish,medium,5.2,6.2,1,1.0,concrete,neutral,food
bread roll,bread,roll,medium,5.6,6.6,1,1.0,concrete,neutral,food
bread stick,bread,stick,medium,5.4,6.4,1,1.0,concrete,neutral,food
bread slice,bread,slice,medium,5.4,6.4,1,1.0,concrete,neutral,food
bread crumb,bread,crumb,medium,5.4,6.4,1,1.0,concrete,neutral,food
bread box,bread,box,medium,5.4,6.4,1,1.0,concrete,neutral,object
bread basket,bread,basket,medium,5.4,6.4,1,1.0,concrete,neutral,object
bread knife,bread,knife,medium,5.4,6.4,1,1.0,concrete,neutral,object
bread maker,bread,maker,medium,5.2,6.2,1,1.0,concrete,neutral,object
white bread,white,bread,medium,5.6,6.6,1,1.0,concrete,neutral,food
wheat bread,wheat,bread,medium,5.4,6.4,1,1.0,concrete,neutral,food
rye bread,rye,bread,medium,5.2,6.2,1,1.0,concrete,neutral,food
sour dough,sour,dough,medium,5.4,6.4,1,1.0,concrete,neutral,food
cookie dough,cookie,dough,medium,5.6,6.6,1,1.0,concrete,neutral,food
pizza dough,pizza,dough,medium,5.4,6.4,1,1.0,concrete,neutral,food
dough ball,dough,ball,medium,5.2,6.2,1,1.0,concrete,neutral,food
pie crust,pie,crust,medium,5.4,6.4,1,1.0,concrete,neutral,food
pie plate,pie,plate,medium,5.2,6.2,1,1.0,concrete,neutral,object
pie tin,pie,tin,medium,5.0,6.0,1,1.0,concrete,neutral,object
pie slice,pie,slice,medium,5.2,6.2,1,1.0,concrete,neutral,food
pie filling,pie,filling,medium,5.2,6.2,1,1.0,concrete,neutral,food
fruit pie,fruit,pie,medium,5.4,6.4,1,1.0,concrete,neutral,food
meat pie,meat,pie,medium,5.4,6.4,1,1.0,concrete,neutral,food
pot pie,pot,pie,medium,5.4,6.4,1,1.0,concrete,neutral,food
cream pie,cream,pie,medium,5.4,6.4,1,1.0,concrete,neutral,food
pumpkin pie,pumpkin,pie,medium,5.6,6.6,1,1.0,concrete,neutral,food
pecan pie,pecan,pie,medium,5.4,6.4,1,1.0,concrete,neutral,food
key lime,key,lime,medium,5.4,6.4,1,1.0,concrete,neutral,food
lime pie,lime,pie,medium,5.2,6.2,1,1.0,concrete,neutral,food
cake slice,cake,slice,medium,5.4,6.4,1,1.0,concrete,neutral,food
cake pan,cake,pan,medium,5.4,6.4,1,1.0,concrete,neutral,object
cake stand,cake,stand,medium,5.4,6.4,1,1.0,concrete,neutral,object
cake mix,cake,mix,medium,5.4,6.4,1,1.0,concrete,neutral,food
layer cake,layer,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
pound cake,pound,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food
cheese cake,cheese,cake,medium,5.6,6.6,1,1.0,concrete,neutral,food
cup cake,cup,cake,high,5.8,6.8,1,1.0,concrete,neutral,food
wedding cake,wedding,cake,medium,5.6,6.6,1,1.0,concrete,neutral,food
birthday cake,birthday,cake,high,5.8,6.8,1,1.0,concrete,neutral,food
ice cream,ice,cream,high,6.5,7.8,1,1.0,concrete,neutral,food
ice cube,ice,cube,medium,5.6,6.6,1,1.0,concrete,neutral,food
ice water,ice,water,medium,5.6,6.6,1,1.0,concrete,neutral,drink
ice tea,ice,tea,high,5.8,6.8,1,1.0,concrete,neutral,drink
ice cold,ice,cold,medium,5.6,6.6,1,1.0,concrete,neutral,sensation
shaved ice,shaved,ice,medium,5.2,6.2,1,1.0,concrete,neutral,food
ice pop,ice,pop,medium,5.4,6.4,1,1.0,concrete,neutral,food
ice box,ice,box,medium,5.4,6.4,1,1.0,concrete,neutral,object
ice bucket,ice,bucket,medium,5.4,6.4,1,1.0,concrete,neutral,object
ice pick,ice,pick,medium,5.2,6.2,1,1.0,concrete,neutral,object
ice tray,ice,tray,medium,5.4,6.4,1,1.0,concrete,neutral,object
serving tray,serving,tray,medium,5.4,6.4,1,1.0,concrete,neutral,object
baking tray,baking,tray,medium,5.2,6.2,1,1.0,concrete,neutral,object
baking sheet,baking,sheet,medium,5.4,6.4,1,1.0,concrete,neutral,object
baking pan,baking,pan,medium,5.4,6.4,1,1.0,concrete,neutral,object
baking dish,baking,dish,medium,5.2,6.2,1,1.0,concrete,neutral,object
baking powder,baking,powder,medium,5.4,6.4,1,1.0,concrete,neutral,food
baking soda,baking,soda,medium,5.4,6.4,1,1.0,concrete,neutral,food
mixing bowl,mixing,bowl,medium,5.6,6.6,1,1.0,concrete,neutral,object
measuring cup,measuring,cup,medium,5.6,6.6,1,1.0,concrete,neutral,object
measuring spoon,measuring,spoon,medium,5.4,6.4,1,1.0,concrete,neutral,object
wooden spoon,wooden,spoon,medium,5.6,6.6,1,1.0,concrete,neutral,object
slotted spoon,slotted,spoon,medium,5.0,6.0,1,1.0,concrete,neutral,object
soup ladle,soup,ladle,medium,5.2,6.2,1,1.0,concrete,neutral,object
gravy boat,gravy,boat,medium,5.2,6.2,1,1.0,concrete,neutral,object
gravy train,gravy,train,medium,5.2,6.2,1,0.7,concrete,neutral,object
turkey gravy,turkey,gravy,medium,5.2,6.2,1,1.0,concrete,neutral,food
brown gravy,brown,gravy,medium,5.2,6.2,1,1.0,concrete,neutral,food
white gravy,white,gravy,medium,5.2,6.2,1,1.0,concrete,neutral,food
mashed potatoes,mashed,potatoes,medium,5.6,6.6,1,1.0,concrete,neutral,food
french toast,french,toast,medium,5.6,6.6,1,1.0,concrete,neutral,food
cinnamon roll,cinnamon,roll,medium,5.6,6.6,1,1.0,concrete,neutral,food
cinnamon stick,cinnamon,stick,medium,5.2,6.2,1,1.0,concrete,neutral,food
cinnamon toast,cinnamon,toast,medium,5.4,6.4,1,1.0,concrete,neutral,food
toast bread,toast,bread,medium,5.2,6.2,1,1.0,concrete,neutral,food
burnt toast,burnt,toast,medium,5.2,6.2,1,1.0,concrete,neutral,food
